miRNA,GSM1410425,GSM1410426,GSM1410427,GSM1410428,GSM1410429,GSM1410430,GSM1410431,GSM1410432,GSM1410433,GSM1410434,GSM1410435,GSM1410436,GSM1410437,GSM1410438,GSM1410439,GSM1410440,GSM1410441,GSM1410442,GSM1410443,GSM1410444,GSM1410445,GSM1410446,GSM1410447
hsa-miR-6086,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6089,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6125,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6128,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6132,0.13,0.0,0.0,0.0,0.21,0.22,0.15,0.0,0.23,0.0,0.0,0.0,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.0
hsa-miR-6133,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-615-3p,1.82,1.7,1.7,1.12,0.42,1.12,1.9,1.75,1.51,1.06,0.61,0.69,1.29,1.97,3.35,1.14,0.68,2.67,1.04,0.79,3.83,3.72,2.98
hsa-miR-616-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-618,0.26,0.0,0.57,0.0,0.21,0.0,0.15,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.12,0.0,0.0,0.0,0.15
hsa-miR-619-5p,0.0,0.0,0.0,0.0,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-624-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.61,0.23,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-625-3p,0.91,0.12,0.0,0.11,0.11,0.22,1.02,0.4,0.23,0.13,0.24,0.23,0.23,0.0,0.87,0.0,0.0,0.11,0.46,0.11,0.81,0.3,2.69
hsa-miR-625-5p,0.13,0.0,0.45,0.0,0.0,0.22,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-627-3p,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-627-5p,0.26,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15
hsa-miR-628-3p,0.78,0.97,1.36,0.56,0.32,0.67,2.34,0.54,0.93,0.27,0.61,0.8,1.17,1.41,2.18,0.68,1.7,0.64,0.81,0.23,1.01,0.45,1.34
hsa-miR-628-5p,3.89,3.27,4.88,1.34,2.84,3.68,6.28,1.08,0.82,4.24,3.64,3.32,5.15,4.22,3.5,2.97,4.43,3.96,3.7,2.03,1.81,2.08,6.27
hsa-miR-629-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-629-5p,19.98,12.96,13.29,13.39,35.75,9.49,23.07,38.44,13.63,11.0,62.53,14.54,4.68,4.5,199.68,5.93,3.18,7.48,17.46,11.62,47.38,10.41,24.32
hsa-miR-638,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-641,0.0,0.0,0.0,0.0,0.11,0.22,0.15,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-642a-3p,0.0,0.0,0.34,0.11,0.53,0.11,0.0,0.0,0.47,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0
hsa-miR-642b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-648,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6499-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-6500-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-6501-5p,0.0,0.12,0.0,0.0,0.0,0.11,0.15,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0
hsa-miR-6502-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6503-3p,0.13,0.0,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.15,0.15
hsa-miR-6505-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6507-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-6509-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-651-5p,0.26,0.24,0.68,0.0,0.53,0.33,0.44,0.13,0.35,0.13,0.85,0.34,0.47,0.14,1.75,0.23,0.23,0.11,1.04,0.11,0.4,0.59,0.6
hsa-miR-6511a-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511b-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6513-3p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.24,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6514-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6515-5p,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-6516-3p,0.0,0.12,0.0,0.0,0.11,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-6516-5p,0.39,0.48,0.11,0.67,0.11,0.45,0.44,0.54,0.0,0.13,0.24,0.69,0.23,0.42,0.58,0.34,0.23,0.11,0.35,0.11,0.2,0.45,0.15
hsa-miR-652-3p,42.95,41.06,42.24,35.6,55.31,44.66,38.4,40.32,31.45,44.4,42.74,37.9,52.82,44.04,68.02,38.34,45.64,37.31,54.34,40.51,38.71,30.93,42.67
hsa-miR-6529-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-6529-5p,5279.49,5768.33,4370.17,5645.74,2973.79,3670.69,4968.8,3582.17,2342.25,2232.64,1661.87,1810.89,3122.69,2296.09,4405.26,2149.99,2017.35,1645.8,2232.53,4587.31,4602.66,3849.44,4684.01
hsa-miR-653-3p,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-654-3p,0.78,0.0,0.0,0.22,0.74,1.0,0.73,0.13,2.1,0.27,0.49,0.57,0.35,0.0,0.15,0.11,0.23,0.21,0.69,0.9,0.6,0.59,2.09
hsa-miR-654-5p,0.0,0.36,0.0,0.0,0.32,0.22,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.34,0.4,0.15,0.3
hsa-miR-655-3p,18.69,20.47,19.76,12.05,18.19,20.88,35.77,15.19,29.23,33.4,30.84,35.61,32.56,29.26,23.16,27.62,37.81,40.09,44.17,14.56,7.06,21.27,25.51
hsa-miR-656-3p,334.0,351.23,301.03,170.65,342.06,304.55,675.39,315.43,272.53,415.94,306.8,338.11,331.77,337.24,498.41,291.57,452.54,381.67,491.76,191.85,196.57,486.46,510.88
hsa-miR-656-5p,1.82,0.61,1.25,1.45,0.74,0.67,1.61,0.54,1.51,0.8,0.49,1.49,0.94,1.27,0.87,0.8,0.79,0.53,0.69,1.13,0.6,1.04,0.45
hsa-miR-658,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-659-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-660-3p,0.13,0.85,0.0,0.22,0.21,0.22,0.44,0.4,0.23,0.0,0.24,0.0,0.23,0.28,1.75,0.0,0.45,0.64,0.23,0.11,0.4,0.3,0.3
hsa-miR-660-5p,496.98,459.15,423.89,329.36,481.59,472.23,561.51,456.81,363.37,413.29,372.0,401.77,507.55,410.96,518.36,407.17,493.75,448.92,542.75,368.91,327.61,479.17,509.69
hsa-miR-663b,0.0,0.0,0.0,0.22,0.11,0.0,0.15,0.0,0.0,0.0,0.24,0.11,0.12,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.2,0.0,0.3
hsa-miR-664a-3p,0.0,0.12,0.0,0.0,0.11,0.11,0.29,0.0,0.0,0.0,0.24,0.0,0.12,0.0,0.29,0.0,0.0,0.11,0.12,0.0,0.2,0.59,0.0
hsa-miR-664a-5p,1.17,0.85,0.91,0.45,1.05,0.67,0.58,0.81,0.58,0.4,0.36,0.57,0.47,0.14,3.64,0.34,0.11,0.53,0.35,0.23,1.61,0.89,1.04
hsa-miR-665,0.91,1.33,1.14,1.12,0.95,0.89,1.31,0.81,0.23,0.4,0.24,0.23,0.7,0.42,0.58,0.23,0.68,0.21,0.35,1.92,1.01,1.19,0.75
hsa-miR-668-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-670-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-671-3p,5.06,3.88,4.77,3.68,2.0,2.68,3.07,3.49,1.05,1.59,0.36,0.8,1.41,1.13,3.5,0.8,1.25,0.96,2.31,2.14,4.84,3.57,3.28
hsa-miR-671-5p,15.05,11.02,11.81,18.08,19.03,7.48,11.39,9.14,9.43,5.7,5.71,7.1,8.67,5.77,10.92,5.59,4.88,5.56,4.86,12.08,24.19,5.65,7.61
hsa-miR-6715a-3p,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6716-3p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-6719-3p,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6720-3p,0.0,0.0,0.0,0.11,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
hsa-miR-6721-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6724-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6727-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6729-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6733-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.23,0.0,0.0,0.22,0.15,0.0,0.0,0.0,0.36,0.11,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-6735-5p,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-6736-5p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6740-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6740-5p,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6745,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6746-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.2,0.0,0.0
hsa-miR-6750-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6756-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-676-3p,0.13,0.36,0.45,0.33,0.32,0.22,0.15,0.13,0.47,0.53,0.61,0.23,0.35,0.14,0.15,0.11,0.11,0.53,0.12,0.23,0.6,0.15,0.45
hsa-miR-676-5p,1.43,0.36,0.45,0.78,0.32,0.45,0.29,0.4,0.12,0.4,0.49,0.11,0.7,0.42,1.02,0.11,0.45,0.11,0.46,0.34,0.81,0.45,0.9
hsa-miR-6761-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6763-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6764-5p,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6765-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6770-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6770-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-6772-3p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-6772-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-6773-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-6774-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6775-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6780a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6780b-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6785-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6786-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6792-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6793-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-6800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-6802-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6805-5p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.0
hsa-miR-6806-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6809-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-6813-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-6815-5p,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.12,0.0,0.2,0.0,0.0
hsa-miR-6818-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-6818-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-6819-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-6819-5p,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6820-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-6821-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6827-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6829-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6831-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6832-5p,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6836-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6837-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6838-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-6842-3p,0.78,0.12,0.0,0.11,0.11,0.22,0.0,0.0,0.23,0.13,0.12,0.11,0.0,0.0,0.58,0.0,0.0,0.11,0.0,0.11,0.2,0.15,0.15
hsa-miR-6842-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
